profile_id,display_name,status,old_questions,new_questions,rejected,error,knowledge_titles
9f5c354e-5acf-4f78-9dff-c485bd026663,西柚气泡水oO,written,"[""扬哥强化课怎么跟进度？"",""英语阅读跟哪位老师比较合适？"",""政治需要什么时候开始背大题？""]","[""裴礼文和丘维声适合考研初学者吗？"",""考研数学专业课基础阶段怎么复习？"",""如何横向刷其他985211的真题？""]","[{""question"":""强化讲义需要复习几遍才算到位？"",""reason"":""no_knowledge_evidence""},{""question"":""浙大考研数学真题怎么用效果最好？"",""reason"":""no_knowledge_evidence""},{""question"":""在考研群里答疑对学习有帮助吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜西柚气泡水oO 应用数学硕士@浙江大学
3ba15fdf-c5de-4fe2-8e40-97c7fde50b0c,hw_817,failed_quality_gate,"[""保研失败后三个月怎么冲数院？"",""高代复习用李炯生还是谢启鸿白皮书？"",""数分史济怀教材怎么用？""]","[""个月考研时间怎么安排？"",""保研失败后如何快速进入状态？""]","[{""question"":""政治看精讲精练还是直接背？"",""reason"":""no_knowledge_evidence""},{""question"":""肖4背诵顺序重要吗？"",""reason"":""no_knowledge_evidence""},{""question"":""英语真题刷几遍合适？"",""reason"":""no_knowledge_evidence""},{""question"":""考研英语需要做模拟题吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜hw_817 计算数学硕士@浙江大学
4057beb4-9019-49cd-827f-f8392bfdc4bf,油茶麻花脆,written,"[""复试机考怎么准备？"",""复试英语会问什么？"",""考研和保研怎么选？"",""考研复试比例怎么样？""]","[""复试机考怎么拿分？"",""复试英文问什么内容？"",""考研复试需要项目经历吗？"",""考研复试线多少分？"",""保研和考研哪个更推荐？""]","[{""question"":""2考研包含哪些科目？"",""reason"":""leading_number""}]",,研途榜样｜油茶麻花脆 网络空间安全硕士@清华大学
cdbf2423-fc44-4062-b331-0542d1621195,雨由由呀,failed_generate,"[""跨保计院大三上套磁合适吗？"",""联系导师时简历怎么准备？"",""跨保计算机夏令营重要吗？"",""从数学转计算机的心路历程？""]",null,null,LLM returned empty response,研途榜样｜雨由由呀 计算机科学与技术直博@浙江大学（保研篇）
df4e289e-c95e-41fe-ac71-17ed2e782007,辰辰今天摸鱼,written,"[""科研经历不丰富怎么弥补？"",""面试表现不好还能上岸吗？"",""本校保研录取有什么优势？"",""推荐信应该找谁写比较好？"",""评奖评优在保研中作用大吗？""]","[""保研边缘怎么稳定排名？"",""夏令营课题调研要准备什么？"",""直博和硕士怎么选更稳妥？"",""怎么提前了解实验室和导师？"",""本校学生在夏令营中优势大吗？""]","[{""question"":""保研扣分项有哪些需要留意？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜辰辰今天摸鱼 计算机科学与技术直博@浙江大学（保研篇）
b059da27-3c81-4b49-a380-235998ef63c6,林林七点半,written,"[""实习经历对跨保帮助大吗？"",""老板面谈一般问什么？"",""计院面试有哪些环节？"",""PAT 机考怎么准备？"",""跨保如何同时准备实习和面试？"",""申请 GAPS 实验室要过哪些关？""]","[""实习经历如何弥补跨保劣势？"",""计院面试英语能力怎么准备？"",""跨保计算机需要哪些硬性条件？""]","[{""question"":""老板面谈数学题考什么？"",""reason"":""no_knowledge_evidence""},{""question"":""跨保压力大如何平衡多线程？"",""reason"":""no_knowledge_evidence""},{""question"":""申请CAD\u0026CG实验室笔试考什么？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜林林七点半 计算机科学与技术学硕@浙江大学（保研篇·跨保）
6824ff7b-62b9-4fed-a3b7-26fe9003f9ae,浩仔不跑路,failed_quality_gate,"[""申请浙大计院网安有哪些流程？"",""PPT面试怎么突出项目亮点？"",""机试要考PAT，怎么准备？""]","[""成绩单上需要哪些核心课？"",""面试PPT怎么安排内容？""]","[{""question"":""项目经历少能找到替代吗？"",""reason"":""no_knowledge_evidence""},{""question"":""英文口语部分怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""PAT考试怎么拿满分？"",""reason"":""no_knowledge_evidence""},{""question"":""提前联系导师多早合适？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜浩仔不跑路 网络空间安全学硕@浙江大学（保研篇）
880d8d63-c997-414f-81ca-e3d0b4df537c,路平_Ping,written,"[""保研机试PTA怎么准备？"",""跨专业面试老师会为难吗？"",""数学背景跨保计院有哪些优势？"",""保研机试只有一次机会怎么办？""]","[""保研机试只有一次机会怎么应对？"",""转专业面试老师会问哪些问题？"",""数学背景在保研计算机时优势大吗？"",""如何快速准备PTA机试？""]","[{""question"":""保研时联系导师应该注意什么？"",""reason"":""no_knowledge_evidence""},{""question"":""计算机项目经历对保研有多加分？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜路平_Ping 人工智能硕士@浙江大学（保研篇）
609ad41a-815a-4a46-a39e-08ac4c15ba52,铭洋MYang,failed_quality_gate,"[""浙大数院考研面试会问没复习的课？"",""考研政治需要做哪些押题卷？"",""考研心态怎么保持自信？""]",[],"[{""question"":""考研专业课刷裴礼文和丘维声有用吗？"",""reason"":""no_knowledge_evidence""},{""question"":""考研英语每天只做一篇阅读够吗？"",""reason"":""no_knowledge_evidence""},{""question"":""政治前期看徐涛课程当休息可行吗？"",""reason"":""no_knowledge_evidence""},{""question"":""找不同专业的研友一起自习好吗？"",""reason"":""no_knowledge_evidence""},{""question"":""考到380分就能稳上浙大数院吗？"",""reason"":""no_knowledge_evidence""},{""question"":""考研复习从五月开始来得及吗？"",""reason"":""no_knowledge_evidence""}]",only 0 accepted questions,研途榜样｜铭洋MYang 计算数学硕士@浙江大学（考研篇）
c01dd838-fa8d-4063-9ef7-8c7b69b11da0,乐乐今天开心,failed_quality_gate,"[""人大432统计学参考书怎么搭配？"",""数学三和数分高代复习有什么不同？"",""考研期间如何不被网上节奏带偏？""]","[""人大应用统计复试线400+是不是很恐怖？""]","[{""question"":""政治选择题刷肖八只有二十多分怎么办？"",""reason"":""no_knowledge_evidence""},{""question"":""英语单词用什么APP背比较好？"",""reason"":""no_knowledge_evidence""},{""question"":""数学三模拟卷哪个质量最高？"",""reason"":""no_knowledge_evidence""},{""question"":""统计学没学过概率论该怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""统计学背书用什么软件整理笔记？"",""reason"":""no_knowledge_evidence""}]",only 1 accepted questions,研途榜样｜乐乐今天开心 应用统计专硕@中国人民大学（考研篇）
1ab34ba5-d4e7-4597-9cea-deac51f7e381,云朵☁️轻一点,failed_quality_gate,"[""本校金融专硕目标分数怎么定？"",""考研前失眠怎么办？"",""择校确定后如何坚持执行？""]","[""考研如何保持高效率？"",""考研和保研怎么选？""]","[{""question"":""考研择校怎么比较目标院校？"",""reason"":""no_knowledge_evidence""},{""question"":""考研坚持不下去怎么办？"",""reason"":""no_knowledge_evidence""},{""question"":""考研考本校会容易些吗？"",""reason"":""no_knowledge_evidence""},{""question"":""考研期间如何调整心态？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜云朵☁️轻一点 金融专硕@浙江大学（考研篇）
65bd3bb8-d1a0-4b91-af4e-d7709e614ecb,HJ·碎碎念,failed_generate,"[""浙大机试可以用PAT替代吗？"",""考研面试会问哪些项目？"",""线上机试权重会变化吗？""]",null,null,unexpected end of JSON input,研途榜样｜HJ·碎碎念 电子信息专硕@浙江大学（考研篇·转码）
23182060-6033-4039-86ff-a2ce99dedccc,强超强待机,failed_quality_gate,"[""法硕非法学要提前多久准备？"",""理工科背景考法学院有什么机会？"",""如何估计自己有效复习时长？""]","[""考研中途无心学习怎么调整？"",""浙江大学法硕非法学复试流程？""]","[{""question"":""浙大数字法治研究院招理工科背景？"",""reason"":""no_knowledge_evidence""},{""question"":""如何保持6-7个月高效复习？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜强超强待机 法律硕士（非法学）@浙江大学（考研篇）
6e870918-8241-4c4b-8ea8-9760ade6475e,欣欣一个人,failed_quality_gate,"[""人大汉青面试数学考得多吗？"",""没有实习能保研金融专硕吗？"",""推荐信找哪些老师比较好？"",""人大汉青和统计营冲突如何选择？""]","[""保研成绩排名具体怎么计算？"",""保研夏令营时间线怎么规划？""]","[{""question"":""数学专业申请金融专硕有优势吗？"",""reason"":""no_knowledge_evidence""},{""question"":""托福80分保研人大够用吗？"",""reason"":""no_knowledge_evidence""},{""question"":""月开始准备保研来得及吗？"",""reason"":""no_knowledge_evidence""},{""question"":""SRTP科研对保研帮助大不大？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜欣欣一个人 金融专硕@中国人民大学（保研篇·金融）
96befe1e-5051-462e-9765-5ba80cd970f6,fly飞飞不飞,written,"[""高金、泛海、光华面试各侧重什么？"",""金融项目实习和推荐信怎么凑？"",""材料邮寄踩 ddl 有什么风险？""]","[""北大金融数学博士面试抽题范围？"",""跨专业保研如何分析项目匹配度？"",""泛海夏令营分组课题和pre有什么技巧？""]","[{""question"":""光华压力面如何应对数学统计背景？"",""reason"":""no_knowledge_evidence""},{""question"":""高金机考偏口语性格测试怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""保研时间线:4月底临时申请来得及吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜fly飞飞不飞 金融专硕@北京大学（保研篇·金融）
a8d348d1-ec4f-4725-adbd-29de97626836,丰丰OvO,written,"[""面试常问基本定义定理怎么准备？"",""保研排名靠后如何选意向专业？"",""全国数学竞赛三等奖含金量如何？"",""保研前多参加比赛实习重要吗？""]","[""面试基本定义定理怎么答？"",""保研排名靠后怎么选方向？"",""数学竞赛三等奖对保研有用吗？"",""保研前有必要参加实习吗？""]","[{""question"":""数分高代笔试怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""英语六级607托福101够用吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜丰丰OvO 应用数学硕士@浙江大学（保研篇·应数）
793d148d-690c-49d0-8184-dff7d7699631,溯溯回溯中,failed_quality_gate,"[""套磁暑研被拒怎么办？"",""数模竞赛对保研加分大吗？"",""推荐信找谁写更有效？""]","[""NUS暑研套磁有哪些技巧？"",""推荐信找本科老师还是暑研导师？""]","[{""question"":""大一成绩差如何保研逆袭？"",""reason"":""no_knowledge_evidence""},{""question"":""保研时间线怎么规划更合理？"",""reason"":""no_knowledge_evidence""},{""question"":""数模国赛二等奖对保研帮助大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""为什么选择浙大直博而不是外校？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜溯溯回溯中 应用数学直博@浙江大学数据科学中心（保研篇）
1c394379-e511-48c4-bb51-bf2b88047f56,阿亮别闹,written,"[""数院保研面试常考 Jordan 标准型吗？"",""辅修金融再回本院怎么权衡？"",""保研笔试数分高代怎么准备？""]","[""保研排名在边缘怎么调整心态？"",""级成绩对保研面试影响大吗？"",""浙大数院面试会问勒贝格控制收敛吗？""]","[{""question"":""数分高代笔试怎么高效复习？"",""reason"":""no_knowledge_evidence""},{""question"":""+2项目适合哪些同学？"",""reason"":""no_knowledge_evidence""},{""question"":""联系外院直博有哪些坑？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜阿亮别闹 应用数学硕士@浙江大学（保研篇·4+2）
2ee63a7f-e5f2-4427-b978-dbf47c5896fc,澄澄子呀,written,"[""保研笔试数分高代几何考哪些技巧？"",""面试追问定理定义怎么准备？"",""WISC VISP申请需要注意什么？"",""推荐信找哪位老师比较合适？"",""GPA和加分如何决定推免资格？""]","[""面试追问定理定义怎么攻克？"",""WISC VISP申请条件有哪些？"",""推荐信选哪位老师更稳妥？"",""GPA和加分怎样决定保研资格？"",""保研面试会问哪些高阶课程？""]","[{""question"":""数分高代几何笔试如何准备？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜澄澄子呀 应用数学学硕@浙江大学（保研篇·应数）
68e91a17-8d14-4084-a274-93abb47039f7,mio茗一下,failed_quality_gate,"[""错过夏令营还能保研本校吗？"",""怎么联系数院导师发邮件？"",""出国语言一直拖会有什么后果？""]","[""夏令营颗粒无收怎么补救？""]","[{""question"":""联系导师邮件怎么写才有效？"",""reason"":""no_knowledge_evidence""},{""question"":""出国语言一直拖着会怎样？"",""reason"":""no_knowledge_evidence""},{""question"":""保研需要提前联系导师吗？"",""reason"":""no_knowledge_evidence""},{""question"":""美赛H奖对保研帮助大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""保研期间心态崩了怎么办？"",""reason"":""no_knowledge_evidence""}]",only 1 accepted questions,研途榜样｜mio茗一下 运筹学学硕@浙江大学（保研篇）
12517536-8ebd-4d0d-b468-acfeb78e7eaa,应一声就好,failed_quality_gate,"[""清北中科院直博被刷后还能留本校吗？"",""表示论方向推荐信怎么组合？"",""英语成绩不够时直博政策会变吗？""]","[""推荐信找班主任还是任课老师？""]","[{""question"":""直博被刷后如何联系其他导师？"",""reason"":""no_knowledge_evidence""},{""question"":""直博对英语四六级有硬性要求吗？"",""reason"":""no_knowledge_evidence""},{""question"":""求是班保研名额是不是越来越紧？"",""reason"":""no_knowledge_evidence""},{""question"":""纯数博士转行需要准备什么？"",""reason"":""no_knowledge_evidence""},{""question"":""浙大直博笔试数分高代怎么准备？"",""reason"":""no_knowledge_evidence""}]",only 1 accepted questions,研途榜样｜应一声就好 基础数学直博@浙江大学（保研篇·基础数学）
1939e953-4bd5-4641-b064-7a5592727863,毅然拒绝内卷,written,"[""复旦数院夏令营排名大概卡多少？"",""六级 421 能过夏令营英语关吗？"",""数学保研没有论文怎么加分？""]","[""复旦数院夏令营面试考什么？"",""保研复旦推荐信要几封？"",""数院夏令营成绩排名重要吗？"",""数学竞赛省一有多大帮助？"",""夏令营现场做题难不难？""]","[{""question"":""外校跨专业保复旦难吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜毅然拒绝内卷 应用数学硕士@复旦大学（保研篇·外校）
43f3bb1d-c4eb-45de-bb1c-49f026b14e08,ning_关关,written,"[""保本校还是冲清北直博考？"",""联系导师要多早？"",""数院接收端笔试怎么准备？""]","[""清北直博考怎么准备？"",""直博和硕士该怎么选？"",""跨院系选课对绩点影响大吗？""]","[{""question"":""联系导师多早比较合适？"",""reason"":""no_knowledge_evidence""},{""question"":""数院接收笔试考什么？"",""reason"":""no_knowledge_evidence""},{""question"":""保研选导师要注意什么？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜ning_关关 计算数学直博@浙江大学（保研篇）
b084f265-7f60-4c4c-88ad-e9ed4681f69f,KY梁同学,failed_quality_gate,"[""大三一年能把保研排名拉高多少？"",""疫情对保研名额有什么影响？"",""边缘排名还要不要坚持保研？""]","[""大三如何快速提升绩点？"",""保研和出国如何两手准备？""]","[{""question"":""边缘保研生该怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""疫情对保研名额实际影响？"",""reason"":""no_knowledge_evidence""},{""question"":""天突击雅思7.5可能吗？"",""reason"":""no_knowledge_evidence""},{""question"":""计算数学直博申请看重什么？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜KY梁同学 计算数学直博@浙江大学（保研篇）
6da9e596-b5ac-4e57-995f-05dd47610d06,不是鲫鱼是骥宇,failed_quality_gate,"[""泛函实变怎么复习更有效？"",""信计想申计算数学要练什么编程？"",""保研边缘焦虑期该做什么？""]","[""保研笔试数分高代如何复习？"",""信息与计算科学保计算数学难点？""]","[{""question"":""实变函数默写证明的技巧？"",""reason"":""no_knowledge_evidence""},{""question"":""信计方向除了C++还要学啥？"",""reason"":""no_knowledge_evidence""},{""question"":""保研边缘怎么准备考研基础课？"",""reason"":""no_knowledge_evidence""},{""question"":""大一GPA低后面怎么提上来？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜不是鲫鱼是骥宇 计算数学直博@浙江大学（保研篇）
c37ce991-a34e-4c83-9df8-1f1a81803f85,昊昊不下饭,written,"[""做深度学习科研后怎么转回计算数学？"",""复旦类脑营和交大计算营 offer 冲突怎么办？"",""夏令营报晚了还有什么补救？""]","[""浙大保研面试题目有哪些？"",""刷绩点对保研帮助大吗？"",""如何选择更匹配的导师？"",""夏令营报几个比较稳妥？""]","[{""question"":""数分高代笔试主要考什么？"",""reason"":""no_knowledge_evidence""},{""question"":""从深度学习转纯数方向难吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜昊昊不下饭 计算数学直博@浙江大学（保研篇）
58782cae-bb86-4e02-8d78-ca7342b1139f,铭泽MZday,written,"[""清华叉院 IIIS 申请要提前套磁吗？"",""北大数院 waiting list 怎么转正？"",""中科院数院为什么要早联系导师？""]","[""北大数院面试考高代和ODE吗？"",""清华叉院IIIS要提前套磁吗？"",""中科院数院导师名额先到先得？"",""waiting list怎么才能转正？"",""保研第一但夏令营排名第六正常吗？""]","[{""question"":""清华叉院IIIS竞争激烈到什么程度？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜铭泽MZday 计算数学博士@北京大学（保研篇·外校）
40a91ad8-a531-4f70-9e89-21259a509ef7,泓毅hyi,written,"[""挂科后还能保研吗？"",""出国准备一半改保研怎么决策？"",""统计方向需要什么样的科研实习？""]","[""放弃出国转保研怎么权衡？"",""夏令营优秀营员如何拿到？"",""直博和硕士保研哪个更好？""]","[{""question"":""挂科后怎么争取保研名额？"",""reason"":""no_knowledge_evidence""},{""question"":""数学专业保研看重哪些方面？"",""reason"":""no_knowledge_evidence""},{""question"":""托福成绩对保研有帮助吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜泓毅hyi 概率论与数理统计直博@浙江大学（保研篇）
18848d3b-dc0f-4aea-924f-370279ccc1f2,zzz睿哲,failed_quality_gate,"[""保研排名中段要注意什么？"",""哪些课对统计保研绩点影响大？"",""六级什么时候考比较合适？""]",[],"[{""question"":""保研排名24/113是什么水平？"",""reason"":""no_knowledge_evidence""},{""question"":""级565对保研够用吗？"",""reason"":""no_knowledge_evidence""},{""question"":""本科数学转统计直博要补哪些？"",""reason"":""no_knowledge_evidence""},{""question"":""本校直博和去外校怎么选？"",""reason"":""no_knowledge_evidence""},{""question"":""奖项不多怎么提升保研竞争力？"",""reason"":""no_knowledge_evidence""},{""question"":""概率统计直博面试问什么？"",""reason"":""no_knowledge_evidence""}]",only 0 accepted questions,研途榜样｜zzz睿哲 概率论与数理统计直博@浙江大学（保研篇）
8cb3b57f-2720-45b4-a911-36976f3beb44,楠楠南下中,written,"[""北大清华统计营表刷后还能去哪？"",""港科大暑研和本校导师怎么衔接？"",""中科院数院面试要注意什么节奏？""]","[""港科大暑研线上怎么和本校衔接？"",""中科院面试抽题自由问答怎么准备？"",""推荐信找张荣茂苏中根老师靠谱吗？"",""最终去向怎么选本校还是中科院港科大？""]","[{""question"":""北大清华统计营为什么被刷？"",""reason"":""no_knowledge_evidence""},{""question"":""GPA排名7/49保浙大直博够用吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜楠楠南下中 概率论与数理统计直博@浙江大学（保研篇）
43fc5a46-9588-466d-a161-766fc4ce853f,瑞瑞想当咸鱼,written,"[""人大统计营笔试面试怎么准备？"",""直博被刷调剂专硕是什么体验？"",""统计本科数理基础不够怎么补？""]","[""直博被刷后怎么调剂专硕？"",""推荐信找谁写比较合适？"",""英语环节怎么准备？""]","[{""question"":""人大统计营笔试考什么？"",""reason"":""no_knowledge_evidence""},{""question"":""统计本科数理基础不够怎么补？"",""reason"":""no_knowledge_evidence""},{""question"":""无科研经历能入营吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜瑞瑞想当咸鱼 统计学专硕@中国人民大学（保研篇）
aeb265f5-cd72-48fb-bc38-776f4cdc79ad,君君不敢菌,failed_generate,"[""港中深 DS Mini 营和复旦 DSBA 怎么搭配？"",""全英文面试怎么准备专业课表达？"",""专硕项目面试会问数学一吗？""]",null,null,LLM returned empty response,研途榜样｜君君不敢菌 应用统计(DSBA)专硕@复旦大学（保研篇）
